OBJECTID,ORIG_NUM,CAM_NUM,X_COORD,Y_COORD,Latitude,Longitude,LOCATION,CCTV_SCHEME,Done
1078,EC31,31,261822,666824,55.874701,-4.2101045,Stroma Street at Forge Street,Glasgow North,
1198,EC32,32,262042,666959,55.875976,-4.2066599,Forge Street at Forge Place,Glasgow North,
1195,EC33,33,262826,667223,55.87857,-4.1942727,Royston Road at Provanmill Road,Glasgow North,
1196,EC34,34,263000,666965,55.876303,-4.1913631,Opposite 247 Provanmill Road,Glasgow North,
1197,EC35,35,262924,666916,55.875842,-4.1925521,Hogganfield Street,Glasgow North,
1192,EC36,36,262109,667568,55.881463,-4.2059,Broomfield Road at Roundabout,Glasgow North,
1193,EC37,37,262002,667672,55.882366,-4.2076621,All Saints Church Broomfield Road,Glasgow North,
1194,EC38,38,262239,667555,55.881384,-4.203817,Birnie Road at Birnie Court,Glasgow North,
1185,EC39,39,262374,668725,55.891927,-4.2022557,Wallacewell Road at Northgate Road,Glasgow North,
1186,EC40,40,262144,669259,55.896655,-4.2062026,Broomton Road at Northgate Road,Glasgow North,
1187,EC41,41,262367,669309,55.897168,-4.2026647,59 Broomton Road at Shops,Glasgow North,
1188,EC42,42,260662,667850,55.883578,-4.2291574,Springburn Way at Carleston Street,Glasgow North,
1189,EC43,43,260483,667667,55.881884,-4.2319223,Atlas Road at Angus Street,Glasgow North,
1190,EC44,44,260335,668159,55.886258,-4.2345401,Hawthorn Street at Fernbank Street,Glasgow North,
1069,EC45,45,260168,668214,55.886703,-4.2372362,Hawthron Street at Memel Street,Glasgow North,
1070,EC46,46,260056,668276,55.887227,-4.2390574,Hawthorn Street at Blackthorn Street,Glasgow North,
1191,EC47,47,260568,668877,55.892772,-4.2311881,Galloway Street at Cairn Street,Glasgow North,
1100,EC83,83,260650,668476,55.889195,-4.2296714,"Springburn Park, Rockery nr Balgrayhill Rd",,
1103,EC95,95,260687,668483,55.889269,-4.2290839,Near Pond at West end of Springburn Park,,
1147,ED111,111,266513,665861,55.867377,-4.134712,Footpath at Rear of Refuse Dump,Easterhouse,
1089,ED112,112,266277,665969,55.868282,-4.1385337,Easter queenslie Road at Carmaben Road,Easterhouse,
1146,ED113,113,266145,665873,55.867383,-4.140594,Carmaben Road,Easterhouse,
1145,ED114,114,265932,665808,55.86674,-4.143963,Blairtummock Road at Penston Road,Easterhouse,
1150,ED115,115,266050,665528,55.864259,-4.1419404,Dunivaig Road,Easterhouse,
1148,ED116,116,266291,665789,55.866669,-4.1382213,Easter Queenslie Road at Blairtummock Road,Easterhouse,
1080,ED119,119,262861,665955,55.867196,-4.1930716,Front of shops at Cumbernauld Road,Easterhouse,
1079,ED120,120,262849,665971,55.867336,-4.1932713,Rear of shops at Cumbernauld Road,Easterhouse,
1072,ED121,121,263900,665895,55.866952,-4.1764516,Bellrock Street at Ruchazie Place,Easterhouse,
809,ED122,122,264397,665734,55.865646,-4.1684354,Bellrock Street at Startpoint Street,Easterhouse,
1160,ED123,123,264695,665964,55.867795,-4.1637922,Longstone Road at Longstone Place,Easterhouse,
1161,ED124,124,264803,665396,55.862726,-4.1617843,Crowlin Crescent at Gantock Crescent,Easterhouse,
961,ED125,125,264798,665714,55.865579,-4.1620228,Bellrock Street at Skerryvore Place,Easterhouse,
1153,ED126,126,265196,665832,55.86675,-4.1557268,Bellrock Street at Stepps Road,Easterhouse,
1071,ED127,127,264271,666423,55.871797,-4.1707924,Gartloch Road at Elibank Street,Easterhouse,
1081,ED128,128,265368,666563,55.873362,-4.1533437,Ruchazie Water Tower East,Easterhouse,
1082,ED129,129,265342,666564,55.873364,-4.1537595,Ruchazie Water Tower West,Easterhouse,
1149,ED130,130,266299,665467,55.863781,-4.1379347,Bartiebeith Road at Easter Queenslie Road,Easterhouse,
1063,ED131,131,266104,665204,55.861365,-4.1409181,Edinburgh Road at Inver Road,Easterhouse,
1064,ED133,133,266396,665190,55.86132,-4.1362494,Wellhouse Crescent at Dunan Place,Easterhouse,
1152,ED135,135,266941,664839,55.85832,-4.127376,Edinburgh Road at Stepford Sports Field,Easterhouse,
812,ED138,138,266809,665145,55.861031,-4.1296337,Wellhouse Road at Wardie Road,Easterhouse,
813,ED139,139,266776,665529,55.864469,-4.1303493,Wellhouse Road at Baldovan Crescent,Easterhouse,
1073,ED140,140,267143,666458,55.872912,-4.1249452,Conisborough Road at Gardyne Street,Easterhouse,
1044,ED141,141,264664,666500,55.872599,-4.164555,Gartloch Road at Blairlogie Street,,
1006,ED142,142,267737,665974,55.86873,-4.1152226,Westerhouse Road at Aberdalgie  Road,Easterhouse,
1007,ED143,143,267974,666169,55.870546,-4.1115331,Lochend Road near Baldragon Road,Easterhouse,
1008,ED144,144,268427,666147,55.870472,-4.1042883,Lochend Road at Drumlanrig Avenue,Easterhouse,
1057,ED145,145,268604,666275,55.87167,-4.1015239,Lochend Road at Dalilea Drive,Easterhouse,
1045,ED146,146,264964,666692,55.874407,-4.1598599,South side Mossvale Road,,
1058,ED147,147,268851,665937,55.868702,-4.0974157,Lochdochart Road at Drumlanrig Avenue,Easterhouse,
1059,ED148,148,268520,665496,55.864652,-4.1024872,Lochdochart Road at Dalswinton Street,Easterhouse,
1061,ED149,149,268456,665595,55.865524,-4.1035572,Dalswinton Street near Rogerfield Primary Schoo,Easterhouse,
1062,ED150,150,268233,665521,55.864798,-4.1070819,Easterhouse Road at Lochdochart Road,Easterhouse,
814,ED151,151,267786,665833,55.867477,-4.1143713,Duntarvie Road at Duntarvie Place,Easterhouse,
1060,ED152,152,267831,665640,55.865757,-4.1135586,Aberdalgie Road at Boyndie Street,Easterhouse,
815,ED153,153,268169,665232,55.862186,-4.1079632,Easterhouse Road at Rogerfield Road,Easterhouse,
1254,ED48,48,267109,665884,55.867749,-4.1252065,Fire Station at Westerhouse Road,,
1255,ED49,49,267104,664210,55.852717,-4.1244656,Garrowhill Park,,
1134,GA01,1,251756,664815,55.853673,-4.3697432,Barshaw Road at Deanfield Quadrant,Penilee,
1133,GA02,2,251717,664555,55.851327,-4.3702235,Gleddoch Road at Rosshill Road,Penilee,
1132,GA03,3,251412,664620,55.851817,-4.3751264,Gleddoch Road at Craigmuir Road,Penilee,
1131,GA04,4,251437,664715,55.852677,-4.3747795,Craigmuir Road at Craigmuir Place,Penilee,
1130,GA05,5,251440,664821,55.85363,-4.3747897,Barshaw Road at Craigmuir Road,Penilee,
1118,GA06,6,252145,664143,55.84776,-4.3631687,Sandwood Road at Penneld Road,Penilee,
1246,GA07,7,251712,664201,55.848148,-4.3701098,"Opposite 78 Kelhead Avenue, Penilee",,
1237,GA08,8,252109,664625,55.852076,-4.3640059,Sandwood Road at Bowfield Road,,
1257,GA09,9,253229,664145,55.848109,-4.3458721,Redpath Drive at Belses Drive,,
830,GA112,112,255340,665497,55.860885,-4.3129065,Helen St. at Robert St.,Helen Street Corridor,
874,GA113,113,255281,665309,55.859179,-4.3137479,Helen St. 50m North of Harmony Row,Helen Street Corridor,
875,GA114,114,255165,665220,55.858346,-4.315552,Crossloan Rd. at Harmony Row,Helen Street Corridor,
876,GA115,115,255222,665158,55.857806,-4.3146091,Helen Street at Loanbank Quad North,Helen Street Corridor,
877,GA116,116,255136,665000,55.856362,-4.3158973,Helen St. at Loanbank Quad South,Helen Street Corridor,
878,GA117,117,255010,664739,55.853981,-4.3177689,Helen St. at Edmidston Dr.,Helen Street Corridor,
1262,GA17,17,256153,664033,55.847985,-4.2991518,Corner of Gower Terrace and Hazelwood Road,,
1090,GA30,30,254960,665842,55.863868,-4.319157,Govan Rd at Elder St,,
1091,GA31,31,255158,665835,55.863865,-4.3159924,Govan Rd at Shaw St,,
1092,GA32,32,255147,665669,55.862371,-4.3160793,Golspie St at Shaw St,,
1093,GA33,33,255282,665750,55.863139,-4.3139674,Burley St at Harmony Row,,
1094,GA34,34,255248,665924,55.864691,-4.3146031,Wanlock St at Wardrop St,,
1095,GA36,36,255107,665971,55.86507,-4.3168793,Howat St at Taransay St,,
829,GA37,37,255468,665715,55.86288,-4.3109794,Govan Cross,Helen Street Corridor,
879,GA38,38,254539,664533,55.851989,-4.3251756,Craigton Rd at Asda Car Park,Helen Street Corridor,
1096,GA39,39,255724,665753,55.863298,-4.3069129,Napier Drive at River Clyde,,
1097,GA41,41,255679,665646,55.862324,-4.3075743,Napier Place nr no. 20,,
1098,GA42,42,255796,665554,55.861533,-4.3056576,Clydebrae St at Napier Street,,
824,GA43,43,254751,665391,55.859756,-4.3222519,Crossloan Rd. at Elderpark St.,Elderpark,
825,GA44,44,254817,665611,55.861751,-4.3213162,Elderpark St. at Langlands Rd.,Elderpark,
826,GA45,45,254697,665445,55.860225,-4.3231428,Uist St. at Crossloan Rd.,Elderpark,
827,GA46,46,254593,665517,55.86084,-4.3248415,Crossloan Rd. at Arklet Rd.,Elderpark,
828,GA47,47,254714,665263,55.858596,-4.3227739,Elderpark St. at Nimmo Dr.,Elderpark,
853,GA48,48,257421,664637,55.853784,-4.2792344,"Junction Paisley Road, Paisley Road West, Govan",Ibrox,
854,GA49,49,256930,664501,55.852418,-4.2869992,Junction Paisley Road West And Cornwall Street,Ibrox,
856,GA50,50,256487,664466,55.851972,-4.2940509,Junction Paisley Road West And Walmer Crescent,Ibrox,
855,GA51,51,256656,664377,55.851223,-4.2913067,Junction Langshot Street And Clifford Street,Ibrox,
857,GA52,52,256183,664303,55.850418,-4.2988162,Junction Clifford Street And Porter Street,Ibrox,
1047,GA53,53,255949,664420,55.851398,-4.3026127,Roof Top Of Msf 15 Ibroxholm Oval,Ibrox,
1046,GA54,54,256002,664475,55.851908,-4.3017961,Roof Top Of Msf 6 Ibroxholm Oval,Ibrox,
1048,GA55,55,255652,664320,55.850412,-4.3072994,Junction Paisley Road West And Copland Road,Ibrox,
1049,GA56,56,255562,664973,55.856247,-4.3090835,Roof Top Of Msf 59 Iona Court,Ibrox,
1050,GA57,57,255957,665034,55.856913,-4.3028112,Junction Copland Road And Summertown Road,Ibrox,
1215,GA58,58,254188,664052,55.847565,-4.3305187,Barlogan Avenue at Maryland Gardens,Ibrox,
1216,GA59,59,253474,664622,55.852466,-4.3422201,Queensland Gardens Multi,Ibrox,
1217,GA60,60,256178,664654,55.853567,-4.2990821,Brand Street at Midlock Street,Ibrox,
1135,GA61,61,252431,664720,55.853028,-4.3589188,Hartlaw Crescent North,Hillington,
1136,GA62,62,252426,664645,55.852353,-4.3589578,Hartlaw Crescent South,Hillington,
1123,GA63,63,252550,664505,55.851134,-4.3569028,Thirston Road/Gladsmuir Road/Renshaw Drive,Hillington,
1122,GA64,64,253935,663914,55.84625,-4.3344816,Paisley Road West Opp. Mosspark Boulevard,,
1121,GA65,65,253348,663843,55.845434,-4.3438099,Paisley Road West & Berryknowes Road,Hillington,
1120,GA66,66,252654,663924,55.84595,-4.3549275,Paisley Road West & Tweedsmuir Road,Hillington,
1119,GA67,67,252339,663884,55.845494,-4.359932,Paisley Road West Opp. Hillington Road South,Hillington,
1084,GA68,68,252052,663893,55.845487,-4.3645163,Paisley Road West at  Sandwood Road,Hillington,
833,GA91,91,254683,663952,55.846817,-4.3225662,Bellahouston Park at Bowling Green,,
1228,GA92,92,255311,664117,55.848487,-4.312633,Bellahouston Park Play Area,,
1229,GA93,93,255181,664042,55.847775,-4.3146675,Bellahouston Park Play Area at Council Depot,,
1230,GA94,94,255190,664151,55.848756,-4.3145821,Bellahouston Park at Gate to Paisley Rd W,,
1231,GA96,96,254585,665630,55.861852,-4.3250299,Elder Park Statue,,
1236,GB10,10,252665,662888,55.836653,-4.3541896,Potterhill Road at Lyoncross Road,,
1104,GB100,100,252055,663168,55.83898,-4.3640732,Rosshall Park,,
1105,GB101,101,252898,661465,55.823949,-4.3497018,Househill Park,,
1232,GB102,102,254682,659994,55.811284,-4.3204644,King George's Field at Basketball Court,,
1233,GB103,103,254815,660003,55.811404,-4.3183489,King George's Field at Children's Play Area,,
1200,GB106,106,252057,660087,55.811321,-4.3623635,Woodhead Road at Weensmoor Road,Pollok,
